TYPE,PLANETS,GREEK,ENGLISH,SENTIMENT
triple,Venus Mercury Moon,εὐφυεῖς,simple,good
triple,Venus Mercury Moon,μυστικῶν πραγμάτων συνίστορας,participants in religious ceremonies,neutral
triple,Venus Mercury Moon,ὑπηρετικούς,helpful,good
triple,Venus Mercury Moon,ζηλυμένους,envied,bad
triple,Venus Mercury Moon,φθονουμένους,hated,bad
triple,Venus Mercury Moon,ἀνωμάλους περὶ βίον,unstable in livelihood,bad
triple,Venus Mercury Moon,ἀδιαφόρους περὶ γυναικῶν καὶ ἀνδρῶν ἐμιμιξίας,indiscriminate in sex with men and women,bad
triple,Venus Mercury Moon,εὐπόρους,wealthy,good
triple,Venus Mercury Moon,συλλεκτικούς,thrifty,good
triple,Mars Venus Mercury,ὠφελείας,profit,good
triple,Mars Venus Mercury,δόξας ,high rank,good
triple,Mars Venus Mercury,πράξεις,occupations,good
triple,Mars Venus Mercury,εὐεπιβόλους περί δόσεις,shrewd in giving,good
triple,Mars Venus Mercury,εὐεπιβόλους περί λήψεις,shrewd in receiving,good
triple,Mars Venus Mercury,εὐεπιβόλους περί τὰς λοιπὰς ἐγχειρήσεις,shrewd in undertaking other business,good
triple,Mars Venus Mercury,οἰκονομικούς,stewards,good
triple,Mars Venus Mercury,πανούργους,wicked,bad
triple,Mars Venus Mercury,πολυπείρους,widely experienced,good
triple,Mars Venus Mercury,ἀναγομένους ἀπὸ γραμμάτων,start careers with documents,neutral
triple,Mars Venus Mercury,ἀναγομένους ἀπ᾽ ἀσκήσεων,start careers with training,neutral
triple,Mars Venus Mercury,ἐπιψόγους,blameworthy,bad
triple,Mars Venus Mercury,πολυαναλώτους,wasting wealth,bad
triple,Mars Venus Mercury,εὐμεταδότους,generous,good
triple,Mars Venus Mercury,ἐγγύαις περικυλιομένους,wallowing in loans,bad
triple,Mars Venus Mercury,δάνεσι περικυλιομένους,wallowing in debts,bad
triple,Mars Venus Mercury,ἀδικοῦντας,defaulting,bad
triple,Mars Venus Mercury,νοσφιστὰς χρημάτων ἀλλοτρίων,embezzlers of others' money,bad
triple,Mars Venus Mercury,παραινέτας,seducers,bad
triple,Mars Venus Mercury,ἐπιχαρίτως διαψευδομένους,deceiving with their charm,bad
triple,Mars Venus Mercury,εὐπόρους,wealthy,good
triple,Mars Venus Mercury,βασκάνους,malignant,bad
triple,Mars Venus Mercury,εὐμετανοήτους ἐν διαπρασσομένους,repenting of what they've done,bad
triple,Mars Sun Moon,θρασεῖς,bold,good
triple,Mars Sun Moon,ἐπάνδρους,manly,good
triple,Mars Sun Moon,τολμηρούς,reckless,bad
triple,Mars Sun Moon,πρακτικοὺς,vigorous,good
triple,Mars Sun Moon,ἀθλητικοὶ,athletes,good
triple,Mars Sun Moon,στρατιωτικοί,soldiers,good
triple,Mars Sun Moon,ἀρχικοί,rulers,good
triple,Mars Sun Moon,ἡγεμονικοί,governors,good
triple,Mars Sun Moon,ἀπὸ βιαίων πραγμάτων πορίζοντες,make careers from violent deeds,bad
triple,Mars Sun Moon,ἀπὸ ἐπιφθόνων πορίζοντες,make careers from hateful deeds,bad
triple,Mars Sun Moon,ἀπὸ ἐπιμόχθων τεχνῶν πορίζοντες,make careers from laborious crafts,neutral
triple,Mars Sun Moon,ἀπὸ σκληρουργίας πορίζοντες,make careers from hard materials,neutral
triple,Mars Sun Moon,ἐναντιώμασι περιτρεπόμενοι,fall into reversals,bad
triple,Mars Sun Moon,ἐπικινδύνοις πράγμασι περιτρεπόμενοι,fall into dangerous situations,bad
triple,Mars Sun Moon,ἐν μειζόνων ἔχθρας γίνονται,suffer hostility from the great,bad
triple,Mars Sun Moon,ἐν μειζόνων ἀιτίας γίνονται,suffer attacks from the great,bad
triple,Mars Sun Venus,πολυφίλους,many friends,good
triple,Mars Sun Venus,πολυγνώστους,well known,good
triple,Mars Sun Venus,καταξιουμένους συστάσεών,worthy of alliances,good
triple,Mars Sun Venus,καταξιουμένους τιμῶν,worthy of honours,good
triple,Mars Sun Venus,εὐπόρους,many resources,good
triple,Mars Sun Venus,φιλοσυνήθεις,love their associates,good
triple,Mars Sun Venus,ἐπιψόγους,criticised,bad
triple,Mars Sun Venus,πολυθρυλήτους,gossiped about,bad
triple,Mars Sun Venus,ἀνεπιμόνους ταῖς φιλίαις,friendships don't last,bad
triple,Mars Sun Venus,ἀστάτους ταῖς πράξεσιν,accomplisments are fleeting,bad
triple,Mars Sun Venus,πολλῶν ἐπιθυμητάς,desire much,bad
triple,Mars Sun Venus,πολυδαπάνους,spend much,bad
triple,Mars Sun Venus,κακωτὰς γυναικῶν,wrongers of women,bad
triple,Mars Sun Venus,εὐεπηρεάστους,ready to be insolent,bad
triple,Mars Sun Venus,ἐναντιὠμασι περιτρεπομένους διὰ ἀκρίτας λογισμῶν,fall into reversals through reckless decisions,bad
triple,Mars Sun Venus,ἔχθραις περιτρεπομένους διὰ ἀκρίτας λογισμῶν,fall into hostilities through reckless decisions,bad
triple,Mars Sun Mercury,πολυπείρους,widely experienced,good
triple,Mars Sun Mercury,ἐπινοηματικοὺς περὶ πράξεων ἀφορμὰς,inventive in business enterprises,good
triple,Mars Sun Mercury,πολυμερίμνους,careworn,bad
triple,Mars Sun Mercury,δυσεπιτεύκτους πρὸς τῶν λογισμῶν ἐπιθυμίας,unsuccessful in the goal of their decisions,bad
triple,Mars Sun Mercury,ἀπροσδοκήτως περιγινομένους,prevail unexpectedly,good
triple,Mars Sun Mercury,ἀνώμαλοι γνώμαις,mentally unstable,bad
triple,Mars Sun Mercury,τολμηροί,reckless,bad
triple,Mars Sun Mercury,πρακτικοί,active,good
triple,Mars Sun Mercury,ὀξύθυμοι,hot tempered,bad
triple,Mars Sun Mercury,"πρὸς ἐχθροὺς φερόμενοι αἰτίας, μετανοοῦσιν","after bringing charges against their enemies, they change their minds",bad
triple,Mars Sun Mercury,δειλὸν ἦθος,cowardly character,bad
triple,Mars Sun Mercury,εὐκαταφρόνητον ἦθος,despicable character,bad
triple,Mars Sun Mercury,ἐγκρατεῖς ,control emotions,good
triple,Mars Sun Mercury,ὑποκριτικοὶ,play a part,good
triple,Mars Sun Mercury,ἥττονες πρὸς οὓς οὐκ ἐχρῆν καθίστανται,yield to those to whom they shouldn't,bad
triple,Mars Sun Mercury,ἀνωμάλως περὶ τὸν βίον ,unstable in livelihood,bad
triple,Mars Sun Mercury,ὑποχείριοι γινόμενοι ἰδίαν μέμψονται τύχην,"when they come into somebody else's control, they curse their own fate",bad
triple,Mars Mercury Moon,ἐντρεχεῖς,skillful,good
triple,Mars Mercury Moon,μηχανικούς,ingenious,good
triple,Mars Mercury Moon,ῥᾳδίως περὶ πράξεις ὁρμωμένους,easily stirred to action,neutral
triple,Mars Mercury Moon,πολυκινήτους,moving in all directions,neutral
triple,Mars Mercury Moon,τάχους πράττειν θέλοντας,wanting to act quickly,neutral
triple,Mars Mercury Moon,ἐγκακωτικούς,remiss,bad
triple,Mars Mercury Moon,περιέργους,seekers of curious lore,neutral
triple,Mars Mercury Moon,ἀποκρύφων μύστας συνίστορας,participants in mysteries,neutral
triple,Mars Mercury Moon,ἀπορρήτων πραγμάτων συνίστορας,partakers of secret knowledge,neutral
triple,Mars Mercury Moon,κακωτάς,oppressors,bad
triple,Mars Mercury Moon,βιαίους,violent,bad
triple,Mars Mercury Moon,ἀνυποτάκτους,insubordinate,bad
triple,Mars Mercury Moon,ἀλλοτρίων ἐπιθυμητάς,covetous of others' property,bad
triple,Mars Mercury Moon,αἰτίας περιπίπτοντας,fall into accusations,bad
triple,Mars Mercury Moon,βλάβαις περιπίπτοντας,fall into suits for damages,bad
triple,Mars Mercury Moon,κρίσεσί περιπίπτοντας,fall into trials,bad
triple,Mars Mercury Moon,ἐπικινδύνοις πράγμασιν περιπίπτοντας,fall into dangerous situations,bad
triple,Mars Mercury Moon,γραπτῶν χάριν ταραχὰς ὑπομένοντας,experience alarms because of documents,bad
triple,Mars Mercury Moon,ἀργυρικῶν χάριν ταραχὰς ὑπομένοντας,experience alarms because of money,bad
triple,Mars Mercury Moon,εὐποροῦντας ,wealthy,good
triple,Mars Mercury Moon,πολυδαπάνους,lavish,good
triple,Mars Mercury Moon,τῷ βίῳ ἀστοχοῦντας,failing in livelihood,bad
